# energy(eV) alpha
9.506399999999999295e+00 1.023164848355622962e+06
9.527799999999999159e+00 1.022636766334411339e+06
9.549099999999999255e+00 1.022229824487718754e+06
9.570399999999999352e+00 1.022072731971226633e+06
9.591699999999999449e+00 1.022106072954151779e+06
9.612999999999999545e+00 1.022225974961796193e+06
9.634299999999999642e+00 1.022300898205603124e+06
9.655599999999999739e+00 1.022106187124216580e+06
9.676999999999999602e+00 1.021479966151393368e+06
9.698299999999999699e+00 1.020172674290208030e+06
9.719599999999999795e+00 1.018066343345238944e+06
9.740899999999999892e+00 1.014990584061622038e+06
9.762199999999999989e+00 1.010920585671881097e+06
9.783500000000000085e+00 1.005785488820303348e+06
9.804800000000000182e+00 9.996759127524258802e+05
9.826200000000000045e+00 9.927177779049590463e+05
9.847500000000000142e+00 9.850818437083469471e+05
9.868800000000000239e+00 9.770173564477731707e+05
9.890100000000000335e+00 9.687860130136510124e+05
9.911400000000000432e+00 9.605998671262309654e+05
9.932700000000000529e+00 9.526465942910056328e+05
9.954100000000000392e+00 9.450035576417030534e+05
9.975400000000000489e+00 9.377015977399951080e+05
9.996700000000000585e+00 9.306675861514169956e+05
1.001800000000000068e+01 9.238405816171622137e+05
1.003930000000000078e+01 9.170672501151909819e+05
1.006060000000000088e+01 9.101946851653847843e+05
1.008189999999999920e+01 9.030942517119304975e+05
1.010330000000000084e+01 8.957063458347717533e+05
1.012459999999999916e+01 8.878589744986295700e+05
1.014589999999999925e+01 8.795175255561126396e+05
1.016719999999999935e+01 8.707226645101561444e+05
1.018849999999999945e+01 8.614686544050378725e+05
1.020979999999999954e+01 8.519018525673517724e+05
1.023109999999999964e+01 8.421473987723343307e+05
1.025249999999999950e+01 8.323615240917167393e+05
1.027379999999999960e+01 8.226931108928375179e+05
1.029509999999999970e+01 8.132655470231805230e+05
1.031639999999999979e+01 8.041208614746970125e+05
1.033769999999999989e+01 7.952602150794477202e+05
1.035899999999999999e+01 7.866102274636320071e+05
1.038030000000000008e+01 7.781357887719944119e+05
1.040169999999999995e+01 7.697152106999201933e+05
1.042300000000000004e+01 7.612568331823330373e+05
1.044430000000000014e+01 7.526988621173024876e+05
1.046560000000000024e+01 7.440051333602219820e+05
1.048690000000000033e+01 7.351308757325839251e+05
1.050820000000000043e+01 7.259972844849129906e+05
1.052960000000000029e+01 7.166056612201238750e+05
1.055090000000000039e+01 7.068789701550081372e+05
1.057220000000000049e+01 6.967529907994383248e+05
1.059350000000000058e+01 6.862206648425910389e+05
1.061480000000000068e+01 6.751943323181798914e+05
1.063610000000000078e+01 6.636461229442844633e+05
1.065740000000000087e+01 6.515856250767222373e+05
1.067880000000000074e+01 6.389639431669330224e+05
1.070010000000000083e+01 6.257682276923246682e+05
1.072139999999999915e+01 6.120822522113512969e+05
1.074269999999999925e+01 5.980241328865927644e+05
1.076399999999999935e+01 5.837254018732748227e+05
1.078529999999999944e+01 5.692656205323491013e+05
1.080659999999999954e+01 5.548743595935270423e+05
1.082799999999999940e+01 5.406043323057400994e+05
1.084929999999999950e+01 5.265726327390838414e+05
1.087059999999999960e+01 5.128403294281034614e+05
1.089189999999999969e+01 4.994545673171465751e+05
1.091319999999999979e+01 4.864803512454470620e+05
1.093449999999999989e+01 4.738853433830707218e+05
1.095589999999999975e+01 4.617326952487663366e+05
1.097719999999999985e+01 4.500872333916741773e+05
1.099849999999999994e+01 4.388914785576089635e+05
1.101980000000000004e+01 4.282071041531131486e+05
1.104110000000000014e+01 4.178867166386705940e+05
1.106240000000000023e+01 4.079755502003890579e+05
1.108370000000000033e+01 3.982479610817460925e+05
1.110510000000000019e+01 3.887765125849608448e+05
1.112640000000000029e+01 3.794619748857920058e+05
1.114770000000000039e+01 3.703145287158078863e+05
1.116900000000000048e+01 3.613826771169000422e+05
1.119030000000000058e+01 3.527745539517397992e+05
1.121160000000000068e+01 3.444861538119560573e+05
1.123290000000000077e+01 3.365999265578259947e+05
1.125430000000000064e+01 3.292005750337155187e+05
1.127560000000000073e+01 3.223346175136700622e+05
1.129690000000000083e+01 3.160202114673307515e+05
1.131819999999999915e+01 3.103073953673833166e+05
1.133949999999999925e+01 3.053267935154346633e+05
1.136079999999999934e+01 3.012207920210485463e+05
1.138209999999999944e+01 2.980000401692563319e+05
1.140349999999999930e+01 2.958879514390869881e+05
1.142479999999999940e+01 2.949643786640367471e+05
1.144609999999999950e+01 2.952306135276560090e+05
1.146739999999999959e+01 2.967844829025035142e+05
1.148869999999999969e+01 2.995022164565565181e+05
1.150999999999999979e+01 3.032664397813485120e+05
1.153139999999999965e+01 3.078997851347167161e+05
1.155269999999999975e+01 3.131527998107387102e+05
1.157399999999999984e+01 3.187040322504664655e+05
1.159529999999999994e+01 3.241923318454746623e+05
1.161660000000000004e+01 3.293745869976506801e+05
1.163790000000000013e+01 3.338653889803203638e+05
1.165920000000000023e+01 3.374195021006081370e+05
1.168060000000000009e+01 3.397642070334895398e+05
1.170190000000000019e+01 3.407599668267618399e+05
1.172320000000000029e+01 3.403077965466912137e+05
1.174450000000000038e+01 3.383469081482415204e+05
1.176580000000000048e+01 3.349970446420335211e+05
1.178710000000000058e+01 3.302933901381376782e+05
1.180840000000000067e+01 3.242464637912015314e+05
1.182980000000000054e+01 3.170715584145947360e+05
1.185110000000000063e+01 3.088869284888918628e+05
1.187240000000000073e+01 2.997904338050803635e+05
1.189370000000000083e+01 2.899234593508965918e+05
1.191499999999999915e+01 2.795050761398618342e+05
1.193629999999999924e+01 2.686509927437975421e+05
1.195770000000000088e+01 2.575153256813477783e+05
1.197899999999999920e+01 2.463244533293616551e+05
1.200029999999999930e+01 2.352316143483527412e+05
1.202159999999999940e+01 2.244608462715992064e+05
1.204289999999999949e+01 2.140794103241079720e+05
1.206419999999999959e+01 2.042985039024101570e+05
1.208549999999999969e+01 1.951635387171769689e+05
1.210689999999999955e+01 1.868384408947117627e+05
1.212819999999999965e+01 1.793783398674474156e+05
1.214949999999999974e+01 1.727359853557715251e+05
1.217079999999999984e+01 1.670345208666691033e+05
1.219209999999999994e+01 1.621749789280325640e+05
1.221340000000000003e+01 1.581696923214696290e+05
1.223470000000000013e+01 1.549071182188031962e+05
1.225609999999999999e+01 1.522482875696432602e+05
1.227740000000000009e+01 1.500765765332621813e+05
1.229870000000000019e+01 1.482589908106907096e+05
1.232000000000000028e+01 1.466183359285123006e+05
1.234130000000000038e+01 1.450030609588770894e+05
1.236260000000000048e+01 1.432712346909164626e+05
