# energy(eV) alpha
3.220800000000000107e+00 1.950789187618753349e+05
3.241800000000000015e+00 1.981242095199320465e+05
3.262900000000000134e+00 2.011889065021287824e+05
3.283900000000000041e+00 2.043723748749188671e+05
3.305000000000000160e+00 2.077886517673191556e+05
3.326000000000000068e+00 2.115157668386249570e+05
3.347100000000000186e+00 2.156489168280178274e+05
3.368199999999999861e+00 2.202301569265968574e+05
3.389200000000000212e+00 2.252763163890161959e+05
3.410299999999999887e+00 2.307636160888987069e+05
3.431299999999999795e+00 2.365927740268692432e+05
3.452399999999999913e+00 2.426626328956877114e+05
3.473399999999999821e+00 2.488228326966042223e+05
3.494499999999999940e+00 2.549936081806858128e+05
3.515499999999999847e+00 2.610899027746271749e+05
3.536599999999999966e+00 2.671226982353751082e+05
3.557599999999999874e+00 2.731004150300364126e+05
3.578699999999999992e+00 2.791000008366340189e+05
3.599699999999999900e+00 2.851457789519428625e+05
3.620800000000000018e+00 2.912746982895373949e+05
3.641799999999999926e+00 2.974244590188894072e+05
3.662900000000000045e+00 3.035509989422736107e+05
3.683899999999999952e+00 3.095241340071639861e+05
3.705000000000000071e+00 3.152519523916504113e+05
3.725999999999999979e+00 3.206221278119056369e+05
3.747100000000000097e+00 3.255867798509600689e+05
3.768100000000000005e+00 3.301131322160666459e+05
3.789200000000000124e+00 3.342324803856250946e+05
3.810200000000000031e+00 3.379702356749916798e+05
3.831300000000000150e+00 3.413998854311369942e+05
3.852300000000000058e+00 3.445616463767266832e+05
3.873400000000000176e+00 3.475351070199743262e+05
3.894400000000000084e+00 3.503705536190103740e+05
3.915500000000000203e+00 3.531474072963570361e+05
3.936500000000000110e+00 3.559342725359874312e+05
3.957599999999999785e+00 3.588379542110661860e+05
3.978600000000000136e+00 3.619501176240894129e+05
3.999699999999999811e+00 3.654138216166213970e+05
4.020699999999999719e+00 3.693471148015752551e+05
4.041800000000000281e+00 3.739167456526582246e+05
4.062800000000000189e+00 3.792323371696669492e+05
4.083899999999999864e+00 3.854005124851613655e+05
4.104899999999999771e+00 3.924082582291425206e+05
4.126000000000000334e+00 4.002153945131623186e+05
4.147000000000000242e+00 4.086370131662150961e+05
4.168099999999999916e+00 4.174647434867273550e+05
4.189099999999999824e+00 4.264005038507141289e+05
4.210200000000000387e+00 4.352169005327907507e+05
4.231200000000000294e+00 4.436845517828436568e+05
4.252299999999999969e+00 4.516828439228026546e+05
4.273299999999999876e+00 4.591368961539968732e+05
4.294400000000000439e+00 4.660708726083505317e+05
4.315400000000000347e+00 4.725133236864060163e+05
4.336500000000000021e+00 4.785315273232596810e+05
4.357499999999999929e+00 4.841374010127671063e+05
4.378599999999999604e+00 4.893560362712154747e+05
4.399600000000000399e+00 4.941557146898568026e+05
4.420700000000000074e+00 4.985260094765748945e+05
4.441699999999999982e+00 5.024167437539750827e+05
4.462799999999999656e+00 5.058712504181205295e+05
4.483900000000000219e+00 5.089046030976360198e+05
4.504900000000000126e+00 5.115805756979426951e+05
4.525999999999999801e+00 5.140088315872260719e+05
4.546999999999999709e+00 5.162910598093791050e+05
4.568100000000000271e+00 5.185462249572440051e+05
4.589100000000000179e+00 5.208725870753864874e+05
4.610199999999999854e+00 5.233580406186275650e+05
4.631199999999999761e+00 5.260124345529411221e+05
4.652300000000000324e+00 5.288831258517727256e+05
